Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_5,GO:2000146~negative regulation of cell motility,11,5.045871559633028,8.59500094685284E-4,"202435_S_AT, 207980_S_AT, 202436_S_AT, 219195_AT, 201430_S_AT, 209737_AT, 201666_AT, 202286_S_AT, 204606_AT, 209687_AT, 203685_AT, 213103_AT, 202437_S_AT",213,227,16130,3.6696242063245847,0.875501825593835,0.07430229453037462,0.07221618551796115
GOTERM_BP_5,GO:0001704~formation of primary germ layer,8,3.669724770642202,9.43659177331457E-4,"211719_X_AT, 208892_S_AT, 209270_AT, 208228_S_AT, 209457_AT, 208025_S_AT, 208893_S_AT, 214701_S_AT, 203638_S_AT, 210495_X_AT, 204014_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,118,16130,5.134081324102809,0.898486724676822,0.07430229453037462,0.07221618551796115
GOTERM_BP_5,GO:0010604~positive regulation of macromolecule metabolic process,57,26.146788990825687,9.510202850708561E-4,"211719_X_AT, 213693_S_AT, 207980_S_AT, 203786_S_AT, 208228_S_AT, 209737_AT, 217858_S_AT, 212850_S_AT, 205051_S_AT, 203638_S_AT, 205728_AT, 218332_AT, 201474_S_AT, 214702_AT, 203510_AT, 212464_S_AT, 205357_S_AT, 201487_AT, 205016_AT, 207981_S_AT, 208892_S_AT, 203221_AT, 208399_S_AT, 219077_S_AT, 213135_AT, 202071_AT, 204493_AT, 211725_S_AT, 205498_AT, 209457_AT, 204932_AT, 210495_X_AT, 205954_AT, 207847_S_AT, 209242_AT, 209395_AT, 209292_AT, 202311_S_AT, 202920_AT, 208025_S_AT, 210372_S_AT, 221073_S_AT, 209822_S_AT, 209514_S_AT, 216442_X_AT, 203256_AT, 219778_AT, 203349_S_AT, 220204_S_AT, 202310_S_AT, 219195_AT, 208712_AT, 204755_X_AT, 209515_S_AT, 214701_S_AT, 208893_S_AT, 204606_AT, 221556_AT, 202908_AT, 212531_AT, 204753_S_AT, 209173_AT, 207144_S_AT, 221577_X_AT, 204686_AT, 209396_S_AT, 202295_S_AT, 219743_AT, 203685_AT, 219093_AT, 218559_S_AT, 220203_AT, 222294_S_AT",213,2856,16130,1.511372154495601,0.9002829470969775,0.07430229453037462,0.07221618551796115
GOTERM_BP_5,GO:0009967~positive regulation of signal transduction,34,15.59633027522936,9.999324337400563E-4,"209395_AT, 202311_S_AT, 207980_S_AT, 203786_S_AT, 202436_S_AT, 208228_S_AT, 217127_AT, 202609_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 203256_AT, 204401_AT, 201487_AT, 205016_AT, 220204_S_AT, 202310_S_AT, 208892_S_AT, 202435_S_AT, 204918_S_AT, 208399_S_AT, 219077_S_AT, 213135_AT, 209699_X_AT, 204493_AT, 211725_S_AT, 205498_AT, 209457_AT, 211653_X_AT, 208893_S_AT, 204917_S_AT, 204606_AT, 204932_AT, 209173_AT, 206806_AT, 207144_S_AT, 204686_AT, 209396_S_AT, 202295_S_AT, 221577_X_AT, 203685_AT, 202437_S_AT, 220203_AT",213,1428,16130,1.8030404650122962,0.9114376478835313,0.07568238607870051,0.07355752965700289
GOTERM_BP_5,GO:0001944~vasculature development,19,8.715596330275229,0.001184219578202032,"211719_X_AT, 221900_AT, 209395_AT, 202311_S_AT, 207980_S_AT, 202436_S_AT, 208228_S_AT, 204105_S_AT, 217127_AT, 205051_S_AT, 205710_AT, 203638_S_AT, 214702_AT, 213103_AT, 212464_S_AT, 216442_X_AT, 205016_AT, 219778_AT, 202310_S_AT, 202435_S_AT, 214701_S_AT, 207144_S_AT, 210495_X_AT, 202295_S_AT, 209396_S_AT, 219743_AT, 202826_AT, 202437_S_AT, 210605_S_AT",213,610,16130,2.3587316247210035,0.9433613893295217,0.0850357837416127,0.08264832160518427
GOTERM_BP_5,GO:0045664~regulation of neuron differentiation,18,8.256880733944955,0.0012027031852412278,"202709_AT, 211719_X_AT, 203349_S_AT, 212157_AT, 209292_AT, 213135_AT, 213241_AT, 203911_AT, 209737_AT, 201430_S_AT, 204105_S_AT, 214701_S_AT, 212850_S_AT, 206070_S_AT, 209687_AT, 210495_X_AT, 209822_S_AT, 201474_S_AT, 219743_AT, 203685_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,560,16130,2.4341046277665996,0.9458449284692507,0.0850357837416127,0.08264832160518427
GOTERM_BP_5,GO:0050931~pigment cell differentiation,5,2.293577981651376,0.0012288408055146345,"205051_S_AT, 208399_S_AT, 207144_S_AT, 209514_S_AT, 203685_AT, 222294_S_AT, 209515_S_AT",213,36,16130,10.51773604590506,0.9491722186596504,0.0850357837416127,0.08264832160518427
GOTERM_BP_5,GO:0006720~isoprenoid metabolic process,8,3.669724770642202,0.00151571739868789,"205350_AT, 203180_AT, 212157_AT, 205710_AT, 202435_S_AT, 202071_AT, 212224_AT, 202436_S_AT, 204151_X_AT, 202437_S_AT",213,128,16130,4.732981220657277,0.9746599561051655,0.10197409832283526,0.09911107656975814
GOTERM_BP_5,GO:1902531~regulation of intracellular signal transduction,38,17.431192660550458,0.001663422509209382,"211719_X_AT, 213693_S_AT, 203786_S_AT, 202436_S_AT, 203911_AT, 208228_S_AT, 209737_AT, 205051_S_AT, 203638_S_AT, 205728_AT, 201474_S_AT, 214702_AT, 213103_AT, 212464_S_AT, 205016_AT, 208892_S_AT, 203221_AT, 208399_S_AT, 213135_AT, 204493_AT, 211725_S_AT, 205498_AT, 209457_AT, 211653_X_AT, 204932_AT, 210495_X_AT, 207847_S_AT, 202437_S_AT, 209395_AT, 208025_S_AT, 216944_S_AT, 217127_AT, 210372_S_AT, 218613_AT, 209687_AT, 221073_S_AT, 218858_AT, 204014_AT, 216442_X_AT, 220204_S_AT, 202435_S_AT, 209699_X_AT, 203710_AT, 203355_S_AT, 214701_S_AT, 208893_S_AT, 204606_AT, 202908_AT, 206806_AT, 204686_AT, 209396_S_AT, 221577_X_AT, 203685_AT, 205501_AT, 220203_AT",213,1714,16130,1.678910491341671,0.9822935916525964,0.10888673830554386,0.10582963747780771
GOTERM_BP_5,GO:0007167~enzyme linked receptor protein signaling pathway,25,11.46788990825688,0.0017125745713397,"207980_S_AT, 208228_S_AT, 209737_AT, 204513_S_AT, 212850_S_AT, 202609_AT, 205051_S_AT, 206070_S_AT, 203638_S_AT, 201474_S_AT, 203510_AT, 203256_AT, 202709_AT, 205016_AT, 205876_AT, 201843_S_AT, 221840_AT, 220204_S_AT, 212157_AT, 213135_AT, 205498_AT, 209173_AT, 201842_S_AT, 207144_S_AT, 204686_AT, 221577_X_AT, 219093_AT, 220203_AT",213,954,16130,1.9844784992273699,0.984284777821213,0.1091540950469672,0.10608948791930668
GOTERM_BP_5,GO:0032268~regulation of cellular protein metabolic process,48,22.018348623853214,0.0017628634560778115,"211719_X_AT, 213693_S_AT, 203786_S_AT, 218847_AT, 208228_S_AT, 215506_S_AT, 206595_AT, 209737_AT, 212850_S_AT, 205051_S_AT, 211429_S_AT, 203638_S_AT, 205728_AT, 214702_AT, 213258_AT, 212464_S_AT, 205357_S_AT, 201487_AT, 205016_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 204493_AT, 211725_S_AT, 205498_AT, 209457_AT, 204932_AT, 210495_X_AT, 207847_S_AT, 201926_S_AT, 209395_AT, 202833_S_AT, 203021_AT, 203980_AT, 210372_S_AT, 221073_S_AT, 218858_AT, 209822_S_AT, 204014_AT, 216442_X_AT, 220204_S_AT, 219195_AT, 208712_AT, 201666_AT, 214701_S_AT, 208893_S_AT, 204606_AT, 221556_AT, 203700_S_AT, 218309_AT, 202908_AT, 207808_S_AT, 209396_S_AT, 202295_S_AT, 221577_X_AT, 203685_AT, 219093_AT, 202826_AT, 202589_AT, 220203_AT",213,2346,16130,1.549415847171692,0.9860905602155989,0.10947834078513999,0.10640463014377355
GOTERM_BP_5,GO:2000027~regulation of organ morphogenesis,11,5.045871559633028,0.0018637714540759704,"203349_S_AT, 207980_S_AT, 204918_S_AT, 213135_AT, 208228_S_AT, 209737_AT, 208025_S_AT, 202286_S_AT, 204917_S_AT, 204932_AT, 203638_S_AT, 207144_S_AT, 203685_AT",213,252,16130,3.305574185855876,0.989112411292493,0.1100988893115122,0.10700775616816668
GOTERM_BP_5,GO:0010647~positive regulation of cell communication,35,16.055045871559635,0.002122938002976523,"209395_AT, 202311_S_AT, 207980_S_AT, 203786_S_AT, 202436_S_AT, 208228_S_AT, 213308_AT, 217127_AT, 202609_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 203256_AT, 204401_AT, 201487_AT, 205016_AT, 220204_S_AT, 202310_S_AT, 208892_S_AT, 202435_S_AT, 204918_S_AT, 208399_S_AT, 219077_S_AT, 213135_AT, 209699_X_AT, 204493_AT, 211725_S_AT, 205498_AT, 209457_AT, 211653_X_AT, 208893_S_AT, 204917_S_AT, 204606_AT, 204932_AT, 209173_AT, 206806_AT, 207144_S_AT, 204686_AT, 209396_S_AT, 202295_S_AT, 221577_X_AT, 203685_AT, 202437_S_AT, 220203_AT",213,1555,16130,1.7044819830019775,0.9941968046400351,0.12242275817164616,0.11898562045254132
GOTERM_BP_5,GO:0000904~cell morphogenesis involved in differentiation,21,9.63302752293578,0.002243989988787954,"211719_X_AT, 202311_S_AT, 213241_AT, 208228_S_AT, 208025_S_AT, 204105_S_AT, 212850_S_AT, 206070_S_AT, 209687_AT, 203638_S_AT, 209822_S_AT, 214702_AT, 203510_AT, 212464_S_AT, 216442_X_AT, 202709_AT, 212157_AT, 202310_S_AT, 213135_AT, 202286_S_AT, 214701_S_AT, 214930_AT, 207144_S_AT, 210495_X_AT, 202350_S_AT, 219743_AT, 203685_AT, 212843_AT",213,753,16130,2.111927875353048,0.9956748020979892,0.1240949416801631,0.12061085578658295
GOTERM_BP_5,GO:0051271~negative regulation of cellular component movement,11,5.045871559633028,0.0022900929627490637,"202435_S_AT, 207980_S_AT, 202436_S_AT, 219195_AT, 201430_S_AT, 209737_AT, 201666_AT, 202286_S_AT, 204606_AT, 209687_AT, 203685_AT, 213103_AT, 202437_S_AT",213,259,16130,3.2162343429949067,0.9961329321045409,0.1240949416801631,0.12061085578658295
GOTERM_BP_5,GO:0030324~lung development,9,4.128440366972478,0.002305645076633914,"203960_S_AT, 219778_AT, 209395_AT, 217853_AT, 209173_AT, 203638_S_AT, 202295_S_AT, 209396_S_AT, 201474_S_AT, 208228_S_AT, 208025_S_AT",213,176,16130,3.8724391805377723,0.9962762657006609,0.1240949416801631,0.12061085578658295
GOTERM_BP_5,GO:0051246~regulation of protein metabolic process,50,22.93577981651376,0.002420090388023664,"211719_X_AT, 213693_S_AT, 203786_S_AT, 218847_AT, 208228_S_AT, 215506_S_AT, 206595_AT, 209737_AT, 212850_S_AT, 205051_S_AT, 203854_AT, 211429_S_AT, 203638_S_AT, 205728_AT, 214702_AT, 213258_AT, 212464_S_AT, 205357_S_AT, 201487_AT, 205016_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 204493_AT, 211725_S_AT, 205498_AT, 209457_AT, 202357_S_AT, 204932_AT, 210495_X_AT, 207847_S_AT, 201926_S_AT, 209395_AT, 202833_S_AT, 203021_AT, 203980_AT, 210372_S_AT, 221073_S_AT, 218858_AT, 209822_S_AT, 204014_AT, 216442_X_AT, 220204_S_AT, 219195_AT, 208712_AT, 201666_AT, 214701_S_AT, 208893_S_AT, 204606_AT, 221556_AT, 218309_AT, 202908_AT, 203700_S_AT, 207808_S_AT, 221577_X_AT, 209396_S_AT, 202295_S_AT, 203685_AT, 219093_AT, 202826_AT, 202589_AT, 220203_AT",213,2512,16130,1.5073188600819354,0.9971799087532269,0.12510909226687875,0.12159653311157413
GOTERM_BP_5,GO:0022008~neurogenesis,33,15.137614678899084,0.00242779823969583,"211719_X_AT, 209292_AT, 213839_AT, 203911_AT, 208228_S_AT, 213241_AT, 209737_AT, 208025_S_AT, 204105_S_AT, 212850_S_AT, 205051_S_AT, 206070_S_AT, 209687_AT, 203638_S_AT, 205728_AT, 218856_AT, 213422_S_AT, 209822_S_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 209469_AT, 202709_AT, 203349_S_AT, 212157_AT, 209470_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 204042_AT, 201430_S_AT, 214701_S_AT, 214930_AT, 210495_X_AT, 202350_S_AT, 219743_AT, 203685_AT, 212843_AT, 202826_AT",213,1447,16130,1.727031157226705,0.9972322139603534,0.12510909226687875,0.12159653311157413
GOTERM_BP_5,GO:0051962~positive regulation of nervous system development,15,6.8807339449541285,0.002514693674421046,"211719_X_AT, 203349_S_AT, 213135_AT, 204042_AT, 209737_AT, 201430_S_AT, 204105_S_AT, 214701_S_AT, 214930_AT, 205051_S_AT, 206070_S_AT, 209687_AT, 210495_X_AT, 209822_S_AT, 201474_S_AT, 203685_AT, 214702_AT, 202826_AT, 212464_S_AT, 216442_X_AT",213,449,16130,2.5298786034693688,0.9977588738289348,0.12688725165516196,0.12332476894973213
GOTERM_BP_5,GO:0030323~respiratory tube development,9,4.128440366972478,0.0026631248112502274,"203960_S_AT, 219778_AT, 209395_AT, 217853_AT, 209173_AT, 203638_S_AT, 202295_S_AT, 209396_S_AT, 201474_S_AT, 208228_S_AT, 208025_S_AT",213,180,16130,3.786384976525822,0.9984373293154396,0.12825874831568904,0.12465775951078943
GOTERM_BP_5,GO:0006811~ion transport,33,15.137614678899084,0.002731236772315425,"210471_S_AT, 212110_AT, 202920_AT, 210298_X_AT, 206765_AT, 206529_X_AT, 204018_X_AT, 209228_X_AT, 210299_S_AT, 208949_S_AT, 203908_AT, 216944_S_AT, 205328_AT, 205485_AT, 204328_AT, 209687_AT, 49452_AT, 209458_X_AT, 208161_S_AT, 209469_AT, 209116_X_AT, 204401_AT, 206043_S_AT, 213423_X_AT, 204124_AT, 214505_S_AT, 217414_X_AT, 209470_S_AT, 211696_X_AT, 211699_X_AT, 208399_S_AT, 203710_AT, 219195_AT, 209227_AT, 206209_S_AT, 219932_AT, 204606_AT, 212531_AT, 202908_AT, 207789_S_AT, 201540_AT, 214414_X_AT, 203685_AT, 217232_X_AT, 213664_AT, 204151_X_AT, 211745_X_AT",213,1458,16130,1.7140014297030468,0.9986756593416839,0.12825874831568904,0.12465775951078943
GOTERM_CC_5,GO:0031091~platelet alpha granule,6,2.7522935779816518,0.0027561394962985833,"205382_S_AT, 214701_S_AT, 211719_X_AT, 205612_AT, 207808_S_AT, 211429_S_AT, 210495_X_AT, 202833_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 201666_AT",200,75,15514,6.2056,0.5458574609830771,0.06568799132844956,0.06155378208400169
GOTERM_BP_5,GO:0042981~regulation of apoptotic process,32,14.678899082568808,0.002794125462764946,"203180_AT, 213693_S_AT, 207980_S_AT, 203786_S_AT, 205713_S_AT, 202436_S_AT, 208228_S_AT, 208025_S_AT, 208949_S_AT, 217127_AT, 210372_S_AT, 209687_AT, 221073_S_AT, 203638_S_AT, 218858_AT, 218856_AT, 201487_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 202435_S_AT, 203221_AT, 219077_S_AT, 213135_AT, 219195_AT, 204493_AT, 211725_S_AT, 201666_AT, 208893_S_AT, 204606_AT, 202908_AT, 204932_AT, 207144_S_AT, 207847_S_AT, 202295_S_AT, 221577_X_AT, 219743_AT, 203685_AT, 202437_S_AT, 220203_AT",213,1400,16130,1.7309188464118044,0.9988633182406473,0.12825874831568904,0.12465775951078943
GOTERM_BP_5,GO:0010562~positive regulation of phosphorus metabolic process,26,11.926605504587156,0.002842395614614997,"209395_AT, 203786_S_AT, 208228_S_AT, 209737_AT, 212850_S_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 209822_S_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 219195_AT, 205498_AT, 208712_AT, 209457_AT, 208893_S_AT, 204606_AT, 202908_AT, 204932_AT, 204686_AT, 209396_S_AT, 221577_X_AT, 203685_AT, 219093_AT, 220203_AT",213,1049,16130,1.876949654712514,0.9989891170556559,0.12825874831568904,0.12465775951078943
GOTERM_BP_5,GO:0045937~positive regulation of phosphate metabolic process,26,11.926605504587156,0.002842395614614997,"209395_AT, 203786_S_AT, 208228_S_AT, 209737_AT, 212850_S_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 209822_S_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 219195_AT, 205498_AT, 208712_AT, 209457_AT, 208893_S_AT, 204606_AT, 202908_AT, 204932_AT, 204686_AT, 209396_S_AT, 221577_X_AT, 203685_AT, 219093_AT, 220203_AT",213,1049,16130,1.876949654712514,0.9989891170556559,0.12825874831568904,0.12465775951078943
GOTERM_BP_5,GO:0001822~kidney development,11,5.045871559633028,0.002859608756832043,"212850_S_AT, 202908_AT, 203638_S_AT, 202071_AT, 207144_S_AT, 202295_S_AT, 201474_S_AT, 203685_AT, 208228_S_AT, 205357_S_AT, 209737_AT, 202286_S_AT",213,267,16130,3.1198677709201528,0.9990305268896799,0.12825874831568904,0.12465775951078943
GOTERM_CC_5,GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,7,3.211009174311927,0.0030676131168833,"201487_AT, 211719_X_AT, 205016_AT, 202833_S_AT, 206209_S_AT, 214701_S_AT, 221266_S_AT, 211429_S_AT, 210495_X_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 201926_S_AT",200,111,15514,4.891801801801802,0.5846716121127613,0.06748748857143261,0.06324002425574804
GOTERM_BP_5,GO:0042692~muscle cell differentiation,13,5.963302752293578,0.003083930308281587,"210471_S_AT, 202920_AT, 208228_S_AT, 217127_AT, 205485_AT, 205051_S_AT, 203766_S_AT, 203638_S_AT, 221577_X_AT, 209447_AT, 201650_AT, 219743_AT, 203685_AT, 204288_S_AT",213,362,16130,2.719503021814126,0.999437943963755,0.13580507648469098,0.1319922171944519
GOTERM_BP_5,GO:0030111~regulation of Wnt signaling pathway,12,5.5045871559633035,0.0031490672240014296,"202311_S_AT, 202310_S_AT, 203221_AT, 204918_S_AT, 213135_AT, 219077_S_AT, 208712_AT, 208228_S_AT, 208025_S_AT, 204917_S_AT, 212850_S_AT, 221016_S_AT, 203638_S_AT, 207144_S_AT, 201474_S_AT",213,316,16130,2.875735425209485,0.9995202421957212,0.13619715743806182,0.13237329009463153
GOTERM_BP_5,GO:0060350~endochondral bone morphogenesis,5,2.293577981651376,0.003325402208303042,"211343_S_AT, 202311_S_AT, 202310_S_AT, 205713_S_AT, 205498_AT, 219049_AT",213,47,16130,8.05613824792728,0.9996874907395602,0.13991439277523748,0.13598616044298475
GOTERM_BP_5,GO:0000902~cell morphogenesis,29,13.302752293577983,0.0034363302591875794,"211719_X_AT, 202311_S_AT, 208228_S_AT, 213241_AT, 208025_S_AT, 204105_S_AT, 212850_S_AT, 213679_AT, 202609_AT, 205051_S_AT, 206070_S_AT, 209687_AT, 203638_S_AT, 205728_AT, 209822_S_AT, 214702_AT, 203510_AT, 212464_S_AT, 216442_X_AT, 209469_AT, 202709_AT, 212157_AT, 202310_S_AT, 209470_S_AT, 213135_AT, 204042_AT, 202286_S_AT, 203960_S_AT, 214701_S_AT, 209288_S_AT, 214930_AT, 207144_S_AT, 210495_X_AT, 202350_S_AT, 219743_AT, 203685_AT, 212843_AT",213,1240,16130,1.7710510374072392,0.9997613629813074,0.13991439277523748,0.13598616044298475
GOTERM_BP_5,GO:0001655~urogenital system development,12,5.5045871559633035,0.0034660873519877164,"209292_AT, 202071_AT, 208228_S_AT, 209737_AT, 202286_S_AT, 212850_S_AT, 202908_AT, 203638_S_AT, 207144_S_AT, 202295_S_AT, 201474_S_AT, 203685_AT, 205357_S_AT",213,320,16130,2.8397887323943665,0.9997780188402038,0.13991439277523748,0.13598616044298475
GOTERM_BP_5,GO:0060548~negative regulation of cell death,23,10.550458715596331,0.0036197345212776056,"213693_S_AT, 207980_S_AT, 205713_S_AT, 208228_S_AT, 208025_S_AT, 208949_S_AT, 217127_AT, 205051_S_AT, 209687_AT, 203638_S_AT, 203510_AT, 205016_AT, 219778_AT, 203221_AT, 219195_AT, 205498_AT, 201666_AT, 204606_AT, 202908_AT, 209173_AT, 207144_S_AT, 207847_S_AT, 202295_S_AT, 219743_AT, 203685_AT",213,897,16130,1.9417358853978572,0.9998472226319498,0.14372126246777642,0.13968614857520464
GOTERM_BP_5,GO:0043549~regulation of kinase activity,21,9.63302752293578,0.003757881501887509,"205016_AT, 209395_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 203786_S_AT, 205498_AT, 208712_AT, 215506_S_AT, 209457_AT, 208893_S_AT, 203980_AT, 204606_AT, 205051_S_AT, 218309_AT, 210372_S_AT, 221073_S_AT, 218858_AT, 205728_AT, 204686_AT, 209396_S_AT, 209822_S_AT, 204014_AT",213,788,16130,2.0181239722599553,0.9998908184285435,0.14399798862835517,0.13995510538032538
GOTERM_BP_5,GO:0002009~morphogenesis of an epithelium,16,7.339449541284404,0.003805066586380979,"203180_AT, 209292_AT, 207980_S_AT, 204918_S_AT, 213135_AT, 202071_AT, 208228_S_AT, 209737_AT, 208025_S_AT, 202286_S_AT, 204917_S_AT, 203638_S_AT, 207144_S_AT, 202295_S_AT, 203685_AT, 213103_AT, 202826_AT, 203510_AT",213,521,16130,2.3256107341425394,0.9999026562182277,0.14399798862835517,0.13995510538032538
GOTERM_BP_5,GO:0051259~protein oligomerization,15,6.8807339449541285,0.003990535415378779,"202311_S_AT, 202310_S_AT, 217414_X_AT, 211696_X_AT, 206765_AT, 211699_X_AT, 204493_AT, 211725_S_AT, 204018_X_AT, 209737_AT, 201430_S_AT, 217127_AT, 212850_S_AT, 212531_AT, 221073_S_AT, 49452_AT, 205954_AT, 214414_X_AT, 209458_X_AT, 217232_X_AT, 213664_AT, 204151_X_AT, 209116_X_AT, 211745_X_AT",213,473,16130,2.401512670100944,0.9999380021696537,0.14685051950367478,0.1427275486835881
GOTERM_BP_5,GO:0001568~blood vessel development,17,7.79816513761468,0.00400170697243705,"211719_X_AT, 221900_AT, 209395_AT, 202311_S_AT, 207980_S_AT, 202436_S_AT, 208228_S_AT, 204105_S_AT, 205710_AT, 203638_S_AT, 214702_AT, 213103_AT, 212464_S_AT, 216442_X_AT, 205016_AT, 219778_AT, 202310_S_AT, 202435_S_AT, 214701_S_AT, 207144_S_AT, 210495_X_AT, 202295_S_AT, 209396_S_AT, 219743_AT, 202826_AT, 202437_S_AT, 210605_S_AT",213,576,16130,2.2350189097548254,0.9999396644125146,0.14685051950367478,0.1427275486835881
GOTERM_BP_5,GO:0043588~skin development,10,4.587155963302752,0.00409491969166911,"205485_AT, 212850_S_AT, 214930_AT, 202311_S_AT, 202310_S_AT, 203638_S_AT, 201474_S_AT, 203685_AT, 208228_S_AT, 205490_X_AT, 206884_S_AT, 203256_AT",213,236,16130,3.2088008275642554,0.9999519063746761,0.14802829094362066,0.14387225304759826
GOTERM_CC_5,GO:0031526~brush border membrane,5,2.293577981651376,0.004099924629756042,"206209_S_AT, 213308_AT, 204124_AT, 205710_AT, 206529_X_AT",200,51,15514,7.604901960784314,0.6911775541414711,0.08375560315073056,0.07848427148390137
GOTERM_BP_5,GO:0006915~apoptotic process,37,16.972477064220186,0.00419957741631194,"209395_AT, 203180_AT, 213693_S_AT, 207980_S_AT, 203786_S_AT, 205713_S_AT, 202436_S_AT, 208228_S_AT, 208025_S_AT, 208949_S_AT, 216944_S_AT, 217127_AT, 204513_S_AT, 210372_S_AT, 209687_AT, 221073_S_AT, 203638_S_AT, 218858_AT, 218856_AT, 201487_AT, 205016_AT, 208892_S_AT, 202435_S_AT, 203221_AT, 219077_S_AT, 213135_AT, 203710_AT, 219195_AT, 204493_AT, 211725_S_AT, 215380_S_AT, 201666_AT, 208893_S_AT, 204606_AT, 212531_AT, 202908_AT, 204932_AT, 207144_S_AT, 209396_S_AT, 207847_S_AT, 202295_S_AT, 219743_AT, 203685_AT, 209242_AT, 202437_S_AT, 219877_AT",213,1747,16130,1.6038493890263927,0.9999627181016811,0.14957906621040468,0.14537948879409274
GOTERM_BP_5,GO:0072001~renal system development,11,5.045871559633028,0.004317265170203678,"212850_S_AT, 202908_AT, 203638_S_AT, 202071_AT, 207144_S_AT, 202295_S_AT, 201474_S_AT, 203685_AT, 208228_S_AT, 205357_S_AT, 209737_AT, 202286_S_AT",213,283,16130,2.9434794870518757,0.9999720020591216,0.1515422643801929,0.14728756827042694
GOTERM_BP_5,GO:0006461~protein complex assembly,32,14.678899082568808,0.004472311216839157,"211719_X_AT, 202311_S_AT, 203474_AT, 206765_AT, 204018_X_AT, 202833_S_AT, 209737_AT, 217127_AT, 212850_S_AT, 202609_AT, 203766_S_AT, 221073_S_AT, 221016_S_AT, 211429_S_AT, 49452_AT, 205728_AT, 209458_X_AT, 214702_AT, 212464_S_AT, 204872_AT, 216442_X_AT, 209116_X_AT, 202709_AT, 201487_AT, 205016_AT, 202310_S_AT, 217414_X_AT, 211696_X_AT, 211699_X_AT, 203221_AT, 219195_AT, 204493_AT, 211725_S_AT, 204042_AT, 201430_S_AT, 214701_S_AT, 204606_AT, 209288_S_AT, 212531_AT, 210495_X_AT, 214414_X_AT, 205954_AT, 219743_AT, 217232_X_AT, 213664_AT, 204151_X_AT, 211745_X_AT",213,1445,16130,1.6770147992917135,0.9999808021923275,0.1547303763528646,0.15038617090612852
GOTERM_BP_5,GO:0035556~intracellular signal transduction,51,23.394495412844037,0.0045358615693862035,"211719_X_AT, 213693_S_AT, 203786_S_AT, 202436_S_AT, 203911_AT, 208228_S_AT, 215506_S_AT, 209737_AT, 204513_S_AT, 202609_AT, 205051_S_AT, 217853_AT, 203638_S_AT, 205728_AT, 201474_S_AT, 214702_AT, 213103_AT, 212464_S_AT, 205357_S_AT, 205016_AT, 208892_S_AT, 203221_AT, 208399_S_AT, 219077_S_AT, 213135_AT, 204493_AT, 211725_S_AT, 205498_AT, 209457_AT, 211653_X_AT, 209288_S_AT, 204932_AT, 210495_X_AT, 207847_S_AT, 212843_AT, 202437_S_AT, 209395_AT, 202920_AT, 208025_S_AT, 216944_S_AT, 217127_AT, 210372_S_AT, 218613_AT, 209687_AT, 221073_S_AT, 218858_AT, 204014_AT, 209514_S_AT, 216442_X_AT, 220204_S_AT, 214745_AT, 202435_S_AT, 209699_X_AT, 203710_AT, 203355_S_AT, 209515_S_AT, 214701_S_AT, 208893_S_AT, 204606_AT, 202908_AT, 206806_AT, 221577_X_AT, 204686_AT, 209396_S_AT, 202295_S_AT, 203685_AT, 205501_AT, 219877_AT, 220203_AT, 222294_S_AT",213,2657,16130,1.453561413645592,0.999983553430802,0.1547303763528646,0.15038617090612852
GOTERM_BP_5,GO:0060420~regulation of heart growth,5,2.293577981651376,0.004796830955582078,"208893_S_AT, 219778_AT, 208892_S_AT, 203638_S_AT, 49452_AT, 219743_AT, 208228_S_AT",213,52,16130,7.281509570241964,0.9999912869354555,0.1580920866547507,0.15365349792951408
GOTERM_CC_5,GO:0016323~basolateral plasma membrane,9,4.128440366972478,0.004862796156163284,"206209_S_AT, 205016_AT, 203908_AT, 202920_AT, 221073_S_AT, 206517_AT, 201474_S_AT, 203510_AT, 202286_S_AT",200,204,15514,3.4222058823529413,0.7519567601039006,0.08706313582401112,0.08158363776515727
